Host,Parasite
3.26227222222222,2.87601111111111
3.25892407407407,2.87852222222222
2.9335037037037,3.1225875
2.96903148148148,3.09594166666667
2.9981,3.07414027777778
2.98761111111111,3.08200694444444
3.04651296296296,3.03783055555556
3.03946296296296,3.04311805555556
2.94373703703704,3.1149125
3.07320740740741,3.01780972222222
2.9177,3.13444027777778
3.01748888888889,3.05959861111111
3.01176851851852,3.06388888888889
2.94077962962963,3.11713055555556
2.98837222222222,3.08143611111111
3.07007777777778,3.02015694444444
3.18277962962963,2.93563055555556
3.01760740740741,3.05950972222222
3.02128888888889,3.05674861111111
3.05584074074074,3.03083472222222
3.24120185185185,2.89181388888889
3.15805740740741,2.95417222222222
3.04578888888889,3.03837361111111
3.00196851851852,3.07123888888889
3.06234444444444,3.02595694444444
3.00033333333333,3.07246527777778
2.97277037037037,3.0931375
2.94563888888889,3.11348611111111
2.90881666666667,3.14110277777778
2.99711111111111,3.07488194444444
3.09007592592593,3.00515833333333
3.05856481481482,3.02879166666667
3.09001481481482,3.00520416666667
3.06947407407407,3.02060972222222
2.94681666666667,3.11260277777778
3.10229444444444,2.99599444444444
3.18681111111111,2.93260694444444
3.10239259259259,2.99592083333333
2.91841851851852,3.13390138888889
2.94484074074074,3.11408472222222
3.07802592592593,3.01419583333333
2.99287777777778,3.07805694444444
3.02361481481482,3.05500416666667
3.10220555555556,2.99606111111111
3.04631296296296,3.03798055555556
2.92316111111111,3.13034444444444
2.91774259259259,3.13440833333333
3.13435555555556,2.97194861111111
3.06949444444444,3.02059444444444
2.95571296296296,3.10593055555556
2.95605740740741,3.10567222222222
2.85639259259259,3.18042083333333
3.10842592592593,2.99139583333333
3.11088888888889,2.98954861111111
3.00516666666667,3.06884027777778
2.97179074074074,3.09387222222222
3.19805,2.92417777777778
2.90318333333333,3.14532777777778
2.99607962962963,3.07565555555556
2.93620555555556,3.12056111111111
3.05528888888889,3.03124861111111
3.18298333333333,2.93547777777778
2.92678148148148,3.12762916666667
2.91773703703704,3.1344125
3.02617037037037,3.0530875
3.11320555555556,2.98781111111111
3.15178333333333,2.95887777777778
3.05921851851852,3.02830138888889
3.21918333333333,2.90832777777778
2.91716481481482,3.13484166666667
2.94983888888889,3.11033611111111
